movie_id,imdb_id,poster_url,overview,cast
11,,,,
12,tt0114814,"https://m.media-amazon.com/images/M/MV5BOTE5MDUxZDUtZWZmZC00NDVmLWFhOGQtNWI2YTc4NzY3MGQ0XkEyXkFqcGc@._V1_QL75_UX380_CR0,2,380,562_.jpg",The sole survivor of a pier shoot-out tells the story of how a notorious criminal influenced the events that began with five criminals meeting in a seemingly random police lineup.,"Kevin Spacey, Gabriel Byrne, Chazz Palminteri"
13,tt0113819,https://m.media-amazon.com/images/M/MV5BNGY4MWQ2Y2QtMzliZC00NTc3LWJmMGYtMzUxYWI0YTFhYTY4XkEyXkFqcGc@._V1_SX300.jpg,"When he discovers that his adopted son is a genius, a New York sportswriter seeks out the boy's birth mother - a ditzy porn star and prostitute.","Woody Allen, Mira Sorvino, Pamela Blair"
14,,,,
15,tt0113862,https://m.media-amazon.com/images/M/MV5BZGJkOTFkYjEtNzg5Zi00NWIyLTkyN2QtMDExNjk1NTg1NTQ1XkEyXkFqcGc@._V1_SX300.jpg,A frustrated composer finds fulfillment as a high school music teacher.,"Richard Dreyfuss, Glenne Headly, Jay Thomas"
16,,,,
17,tt0116367,https://m.media-amazon.com/images/M/MV5BZGNjMWMwNWEtYTQ2YS00N2E5LTg5ZWYtMDgzM2UxMTE1ZTE4XkEyXkFqcGc@._V1_SX300.jpg,"Two criminals and their hostages unknowingly seek temporary refuge in a truck stop populated by vampires, with chaotic results.","Harvey Keitel, George Clooney, Juliette Lewis"
18,tt0112445,https://m.media-amazon.com/images/M/MV5BM2E0OGRkOGQtMzhiOC00NDUxLThjMzYtNTM4ZTNhYWU1NmQ1XkEyXkFqcGc@._V1_SX300.jpg,Several people try to help a little girl to find the money her mom gave her to buy a goldfish with.,"Aida Mohammadkhani, Mohsen Kafili, Fereshteh Sadre Orafaiy"
19,tt0112379,https://m.media-amazon.com/images/M/MV5BYzAxYmM1YzQtNDhmOS00N2UxLTljNTctOGE0ZDI3NWIxMTYwXkEyXkFqcGc@._V1_SX300.jpg,"A Dutch matron establishes and, for several generations, oversees a close-knit, matriarchal community where feminism and liberalism thrive.","Willeke van Ammelrooy, Jan Decleir, Veerle van Overloop"
20,tt0112365,https://m.media-amazon.com/images/M/MV5BZjZkYTk4ZjEtMWRmNi00MzM5LThlNTItZThhNzFlMzc1NDIwXkEyXkFqcGc@._V1_SX300.jpg,In the 1800s a naturalist marries into a family of British country gentry.,"Mark Rylance, Kristin Scott Thomas, Patsy Kensit"
21,tt0117110,https://m.media-amazon.com/images/M/MV5BZmE3MmM4NTYtM2JhYS00ZjIwLWExOTItOTI3YjI4ZDQ2NjBhXkEyXkFqcGc@._V1_SX300.jpg,"The Muppets set sail in search of treasure, with Jim Hawkins and Long John Silver.","Tim Curry, Billy Connolly, Jennifer Saunders"
22,tt0112573,https://m.media-amazon.com/images/M/MV5BNGMxZDBhNGQtYTZlNi00N2UzLWI4NDEtNmUzNWM2NTdmZDA0XkEyXkFqcGc@._V1_SX300.jpg,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,"Mel Gibson, Sophie Marceau, Patrick McGoohan"
23,tt0075314,"https://m.media-amazon.com/images/M/MV5BZDNhMGYwM2UtMTdlZS00MGQ1LWI2YzAtODY5YWI1MjYyNzRmXkEyXkFqcGc@._V1_QL75_UX380_CR0,7,380,562_.jpg","A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.","Robert De Niro, Jodie Foster, Cybill Shepherd"
24,tt0113326,https://m.media-amazon.com/images/M/MV5BNWUxMDcyZTMtYzJjMi00Y2Q1LWE3NWMtNTRiNGQxZTljYjE2XkEyXkFqcGc@._V1_SX300.jpg,A young man visiting and helping his uncle in New York City finds himself forced to fight a street gang and the mob with his martial art skills.,"Jackie Chan, Anita Mui, Françoise Yip"
25,tt0115685,https://m.media-amazon.com/images/M/MV5BMTM2NjExODYyOF5BMl5BanBnXkFtZTcwNTc0NjgyNA@@._V1_SX300.jpg,"A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's right-wing, conservative parents.","Robin Williams, Nathan Lane, Gene Hackman"
26,tt0112585,https://m.media-amazon.com/images/M/MV5BZDQ3MmE1NWItMGIzNi00NWZjLTgzZDMtYmY5YjdhNDQ0NjcxXkEyXkFqcGc@._V1_SX300.jpg,"Three Irish Catholic brothers from Long Island struggle to deal with love, marriage, and infidelity.","Jack Mulcahy, Michael McGlone, Edward Burns"
27,tt0112442,"https://m.media-amazon.com/images/M/MV5BMWNjZWEwNDMtMWE1ZC00MTgwLTk2YzAtYmE0NTkwOWVhMDI0XkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg",Two hip detectives protect a witness to a murder while investigating a case of stolen heroin from the evidence storage room from their police precinct.,"Will Smith, Martin Lawrence, Lisa Boyle"
28,tt0112384,https://m.media-amazon.com/images/M/MV5BMGZmNGY1OTAtNjFkYS00MjcyLWFlZjUtYzEyMDllZGZhMzM3XkEyXkFqcGc@._V1_SX300.jpg,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,"Tom Hanks, Bill Paxton, Kevin Bacon"
29,tt0112462,https://m.media-amazon.com/images/M/MV5BMTUyNjJhZWItMTZkNS00NDc4LTllNjUtYTg3NjczMzA5ZTViXkEyXkFqcGc@._V1_SX300.jpg,"Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin.","Val Kilmer, Tommy Lee Jones, Jim Carrey"
30,tt0061395,https://m.media-amazon.com/images/M/MV5BMDhiYmZmNjEtZjE1NC00YmIxLTgyMDEtODVkYTkyNzZkNzk0XkEyXkFqcGc@._V1_SX300.jpg,A frigid young housewife decides to spend her midweek afternoons as a prostitute.,"Catherine Deneuve, Jean Sorel, Michel Piccoli"
31,tt0112740,https://m.media-amazon.com/images/M/MV5BNTNhZDk2NmQtNDc3ZC00Nzk3LWFmNTctYTc0OWMyNGM0ZWYyXkEyXkFqcGc@._V1_SX300.jpg,"On a U.S. nuclear missile sub, a young First Officer stages a mutiny to prevent his trigger-happy Captain from launching his missiles before confirming his orders to do so.","Denzel Washington, Gene Hackman, Matt Craven"
32,tt0109508,https://m.media-amazon.com/images/M/MV5BZDQ2NjNkZTktNTg4MC00ZTBkLTlkMDItYzIyODA4M2MzMzdjXkEyXkFqcGc@._V1_SX300.jpg,An intimate portrait of controversial cartoonist Robert Crumb and his traumatized family.,"Robert Crumb, Aline Kominsky-Crumb, Charles Crumb"
33,tt0112851,https://m.media-amazon.com/images/M/MV5BN2IzOThmNTMtODE4My00NTI1LThkOWMtNTA4MTc4NWI1NTNlXkEyXkFqcGc@._V1_SX300.jpg,Former musician and gunslinger El Mariachi arrives at a small Mexican border town after being away for a long time. His past quickly catches up with him and he soon gets entangled with the local drug kingpin Bucho and his gang.,"Antonio Banderas, Salma Hayek, Joaquim de Almeida"
34,tt0112887,https://m.media-amazon.com/images/M/MV5BYjQ2MmE3NzctZjYzZS00ZGVjLWEyODUtYjM3MTAwYTQ2YmU4XkEyXkFqcGc@._V1_SX300.jpg,"Jordan White and Amy Blue, two troubled teens, pick up an adolescent drifter, Xavier Red. Together, the threesome embark on a sex-and-violence-filled journey through an America of psychos and quickie marts.","James Duval, Rose McGowan, Johnathon Schaech"
35,tt0113114,https://m.media-amazon.com/images/M/MV5BMmVjZjMxMmUtYWQ4Mi00YzAzLThkMmQtZjNmMGQyNDVkNzk2XkEyXkFqcGc@._V1_SX300.jpg,Teenager Jesse becomes reunited with Willy two years after the whale's jump to freedom as the teenager tries to rescue the killer whale and other orcas from an oil spill.,"Jason James Richter, Michael Madsen, Francis Capra"
36,tt0113729,https://m.media-amazon.com/images/M/MV5BZjVlZGY3ZTItYjZkMS00N2U4LTk1ZWMtNTFjYTdiYmFmZWRmXkEyXkFqcGc@._V1_SX300.jpg,The wild and sexy story of two passionate young people who take to the road for the incredible adventure of their lives.,"Chris O'Donnell, Drew Barrymore, Matthew Lillard"
37,tt0110620,https://m.media-amazon.com/images/M/MV5BOWI2OWNjYzMtZTgxMC00ZWZhLTlhODAtMzE0ODY5Njc0MTAwXkEyXkFqcGc@._V1_SX300.jpg,"This ultra-hip, post-modern vampire tale is set in contemporary New York City. Members of a dysfunctional family of vampires are trying to come to terms with each other, in the wake of their father's death. Meanwhile, they are bei...","Elina Löwensohn, Peter Fonda, Nic Ratner"
38,tt0113957,https://m.media-amazon.com/images/M/MV5BMDNhMjgxODUtMWRjOS00N2JlLWEyYWEtOWJhNWQ1MTdmYTllXkEyXkFqcGc@._V1_SX300.jpg,"When Angela Bennett, a computer programmer, stumbles upon government secrets, she finds herself on the run from an unknown enemy hell-bent on destroying her completely.","Sandra Bullock, Jeremy Northam, Dennis Miller"
39,tt0114558,https://m.media-amazon.com/images/M/MV5BNzk1NGY4ZGUtYzllYy00ODM0LTljNmItYTY5NGI4YWQxNTQxXkEyXkFqcGc@._V1_SX300.jpg,A black-marketeer tries to save a woman in 1999 Los Angeles.,"Ralph Fiennes, Angela Bassett, Juliette Lewis"
40,tt0114682,https://m.media-amazon.com/images/M/MV5BZWZjMmVhNzAtYTBmMi00YTUyLTkzMmItZGVhY2RiMmNhN2ZkXkEyXkFqcGc@._V1_SX300.jpg,"Three drag queens travel cross-country until their car breaks down, leaving them stranded in a small town.","Wesley Snipes, Patrick Swayze, John Leguizamo"
41,tt0112508,https://m.media-amazon.com/images/M/MV5BY2Y2ODczY2YtZTQ4NS00NWQxLTlhZWMtZWY4M2IyMmJhZGI1XkEyXkFqcGc@._V1_SX300.jpg,"In order to inherit his fed-up father Brian's hotel empire, immature and lazy Billy Madison must repeat grades one through twelve all over again. The further Billy progresses, the harder his hated rival Eric Gordon tries to stop him.","Adam Sandler, Darren McGavin, Bridgette Wilson-Sampras"
42,tt0109445,https://m.media-amazon.com/images/M/MV5BYzcwZTU5NzMtMGIxYi00NjRhLThkYTItNjhlYWQ0MjdhYWFmXkEyXkFqcGc@._V1_SX300.jpg,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.","Brian O'Halloran, Jeff Anderson, Marilyn Ghigliotti"
43,tt0109635,https://m.media-amazon.com/images/M/MV5BYmRlNTA4NGQtOTFlYy00NDk5LWEzOWYtNjMyMjI3NDdlNjRmXkEyXkFqcGc@._V1_SX300.jpg,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.","Michael Douglas, Demi Moore, Donald Sutherland"
44,tt0109642,https://m.media-amazon.com/images/M/MV5BYzYxMGVlMTktNWMyNS00YmQwLThmMzAtYmI0NGJkMGI4YzlkXkEyXkFqcGc@._V1_SX300.jpg,A big city reporter travels to a small town where her mother has been arrested for the murder of an elderly woman for whom she worked as a housekeeper.,"Kathy Bates, Jennifer Jason Leigh, Christopher Plummer"
45,tt0111797,https://m.media-amazon.com/images/M/MV5BYmZjMDNiOTgtYjBjMi00OWU0LThkYTAtNjgyOTliNTgzN2M3XkEyXkFqcGc@._V1_SX300.jpg,A senior chef lives with his three grown daughters; the middle one finds her future plans affected by unexpected events and the life changes of the other household members.,"Sihung Lung, Kuei-Mei Yang, Wang Yu-wen"
46,tt0109759,https://m.media-amazon.com/images/M/MV5BNmIwZWQxMWUtMDllZi00ZmY5LTkwY2ItNjRkNThhNWZiZjgzXkEyXkFqcGc@._V1_SX300.jpg,"A man plagued by neuroses frequents the club Exotica in an attempt to find solace, but even there his past is never far away.","Bruce Greenwood, Elias Koteas, Don McKellar"
47,tt0109707,https://m.media-amazon.com/images/M/MV5BOWU4NzlkZGEtODNmYi00YTVhLWJhYjAtZjBkN2Q1Y2U5NjE4XkEyXkFqcGc@._V1_SX300.jpg,Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams despite his lack of talent.,"Johnny Depp, Martin Landau, Sarah Jessica Parker"
48,tt0110057,https://m.media-amazon.com/images/M/MV5BOGQ0NDdmZjUtYWY5OC00MDQzLThjNTgtZjc5ZTVmNGNhMmI2XkEyXkFqcGc@._V1_SX300.jpg,A film following the lives of two inner-city Chicago boys who struggle to become college basketball players on the road to going professional.,"William Gates, Arthur Agee, Emma Gates"
49,tt0110099,https://m.media-amazon.com/images/M/MV5BMDkyZmFiNmQtNWY1YS00N2MxLWJkMDItNWI5ODIxNWY1M2FiXkEyXkFqcGc@._V1_SX300.jpg,"A mechanic romances the mathematician niece of physicist Albert Einstein, with help from him and his friends.","Tim Robbins, Meg Ryan, Walter Matthau"
50,tt0076759,https://m.media-amazon.com/images/M/MV5BOGUwMDk0Y2MtNjBlNi00NmRiLTk2MWYtMGMyMDlhYmI4ZDBjXkEyXkFqcGc@._V1_SX300.jpg,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth ...","Mark Hamill, Harrison Ford, Carrie Fisher"
51,tt0110322,https://m.media-amazon.com/images/M/MV5BMzFlMjE3NjYtYjIwMC00YTVhLWJlOWMtZjM1NDdmMTk1OGRlXkEyXkFqcGc@._V1_SX300.jpg,"In the early 1900s, three brothers and their father living in the remote wilderness of Montana are affected by betrayal, history, love, nature, and war.","Brad Pitt, Anthony Hopkins, Aidan Quinn"
52,tt0110428,https://m.media-amazon.com/images/M/MV5BOWYyMDcyZDUtMzQ0ZC00ZDllLWI1MTMtZjM0M2I5N2JhNDgzXkEyXkFqcGc@._V1_SX300.jpg,"When King George III goes mad, his Lieutenants try to adjust the rules to run the country without his participation.","Nigel Hawthorne, Helen Mirren, Rupert Graves"
53,tt0110632,https://m.media-amazon.com/images/M/MV5BNTlmYjkxNzYtYWMwMC00NTNhLWExZjEtNmUwMzlmYWJhOGFjXkEyXkFqcGc@._V1_SX300.jpg,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.,"O-Lan Jones, Woody Harrelson, Juliette Lewis"
54,tt0114069,https://m.media-amazon.com/images/M/MV5BNGYxY2Q0YzUtMmE3OS00ZmQ5LWFiOGUtZDZmNTJlM2YyZjJmXkEyXkFqcGc@._V1_SX300.jpg,A team of Army doctors struggle to find a cure for the deadly Motaba virus that was transported from Africa to North America by a white-headed Capuchin monkey and is now spreading quickly throughout a small California town.,"Dustin Hoffman, Rene Russo, Morgan Freeman"
55,tt0110413,"https://m.media-amazon.com/images/M/MV5BNGRkYTNhOWQtYmI0Ni00MjZhLWJmMzAtMTA2Mjg4NGNiNDU0XkEyXkFqcGc@._V1_QL75_UX380_CR0,2,380,562_.jpg","When her family is murdered by a group of corrupt officers led by the tyrannical Norman Stansfield, a young 12-year-old girl enlists the help of an Italian-American hitman to seek revenge.","Jean Reno, Gary Oldman, Natalie Portman"
56,tt0110912,"https://m.media-amazon.com/images/M/MV5BYTViYTE3ZGQtNDBlMC00ZTAyLTkyODMtZGRiZDg0MjA2YThkXkEyXkFqcGc@._V1_QL75_UY562_CR3,0,380,562_.jpg","The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.","John Travolta, Uma Thurman, Samuel L. Jackson"
57,tt0110889,https://m.media-amazon.com/images/M/MV5BMGFmMDIyNjctZTI5Ni00ZDM1LWE0NmQtMTkzYWY1MmZiNzMyXkEyXkFqcGc@._V1_SX300.jpg,"A homosexual Catholic priest finds out during confessional that a young girl is being sexually abused by her father, and has to decide how to deal with both that secret and his own.","Linus Roache, Tom Wilkinson, Robert Carlyle"
58,tt0110932,https://m.media-amazon.com/images/M/MV5BYzYyMjAzN2YtYTJiNC00MDhhLWE0MmUtZTE0ZmUxODU3MzkyXkEyXkFqcGc@._V1_SX300.jpg,"A young lawyer, Richard Goodwin, investigates a potentially fixed game show. Charles Van Doren, a big time show winner, is under Goodwin's investigation.","Ralph Fiennes, John Turturro, Rob Morrow"
59,tt0111495,https://m.media-amazon.com/images/M/MV5BMTQ0YTQyYzItNGEzMi00NmI4LWJkOTMtOWMyMjAwMWEzYTZhXkEyXkFqcGc@._V1_SX300.jpg,A model discovers a retired judge is keen on invading people's privacy.,"Irène Jacob, Jean-Louis Trintignant, Frédérique Feder"
60,tt0108394,https://m.media-amazon.com/images/M/MV5BNWMxNWE2NGYtMzYwOS00NmJhLTgwNjAtNGM3ODIwNjU5MTZiXkEyXkFqcGc@._V1_SX300.jpg,A woman struggles to find a way to live her life after the death of her husband and child.,"Juliette Binoche, Zbigniew Zamachowski, Julie Delpy"
61,tt0111507,https://m.media-amazon.com/images/M/MV5BMWUyMWJiYTEtNmIzYi00OTYxLTlkYjEtMGFjMjY3NDc5Mjk0XkEyXkFqcGc@._V1_SX300.jpg,"After his wife divorces him, a Polish immigrant plots to get even with her.","Zbigniew Zamachowski, Julie Delpy, Janusz Gajos"
62,tt0111282,https://m.media-amazon.com/images/M/MV5BNGRmZmNhMTctZTBiMy00ZmJhLWE3MmMtMDNmZWRkZjczMGVkXkEyXkFqcGc@._V1_SX300.jpg,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.","Kurt Russell, James Spader, Jaye Davidson"
63,tt0111070,https://m.media-amazon.com/images/M/MV5BNTYwZWUxNmUtNzdmMS00MDBiLWFhN2EtNjBmYjM1ZWFiNDUzXkEyXkFqcGc@._V1_SX300.jpg,"When a man inadvertently makes Santa fall off his roof on Christmas Eve, he finds himself magically recruited to take his place.","Tim Allen, Judge Reinhold, Wendy Crewson"
64,tt0111161,"https://m.media-amazon.com/images/M/MV5BMDAyY2FhYjctNDc5OS00MDNlLThiMGUtY2UxYWVkNGY2ZjljXkEyXkFqcGc@._V1_QL75_UX380_CR0,4,380,562_.jpg",A wrongfully convicted banker forms a close friendship with a hardened convict over a quarter century while retaining his humanity through simple acts of compassion.,"Tim Robbins, Morgan Freeman, Bob Gunton"
65,tt0108550,https://m.media-amazon.com/images/M/MV5BNWM5NWI1OTQtMTJiOS00ZDMxLWE1ODQtZjQ4MDc4OGE4ZjQyXkEyXkFqcGc@._V1_SX300.jpg,A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,"Johnny Depp, Leonardo DiCaprio, Juliette Lewis"
66,tt0114924,https://m.media-amazon.com/images/M/MV5BZTJmOWIzY2YtYmE2ZC00NDRiLWIzYmMtNTkyNmNlMTA0N2NkXkEyXkFqcGc@._V1_SX300.jpg,A hopelessly romantic Chicago Transit Authority ticket booth operator is mistaken for the fiancée of a comatose patient.,"Sandra Bullock, Bill Pullman, Peter Gallagher"
67,tt0109040,https://m.media-amazon.com/images/M/MV5BOWU1M2Q5MDgtOTkxZS00NjdmLWFlNWEtOGEyOTNlNGYyYTZlXkEyXkFqcGc@._V1_SX300.jpg,A goofy detective specializing in animals goes in search of the missing mascot of the Miami Dolphins.,"Jim Carrey, Courteney Cox, Sean Young"
68,tt0109506,https://m.media-amazon.com/images/M/MV5BOTBiNzhkZTItZWUwZS00YTJkLTg0YTEtN2I0ZDI5ODI2MWFjXkEyXkFqcGc@._V1_SX300.jpg,"The night before his wedding, musician Eric Draven and his fiancée are brutally murdered by members of a violent gang. On the anniversary of their death, Eric rises from the grave and assumes the mantle of the Crow, a supernatural...","Brandon Lee, Michael Wincott, Rochelle Davis"
69,tt0109830,"https://m.media-amazon.com/images/M/MV5BNDYwNzVjMTItZmU5YS00YjQ5LTljYjgtMjY2NDVmYWMyNWFmXkEyXkFqcGc@._V1_QL75_UY562_CR4,0,380,562_.jpg","The history of the United States from the 1950s to the '70s unfolds from the perspective of an Alabama man with an IQ of 75, who yearns to be reunited with his childhood sweetheart.","Tom Hanks, Robin Wright, Gary Sinise"
70,tt0109831,https://m.media-amazon.com/images/M/MV5BMTMyNzg2NzgxNV5BMl5BanBnXkFtZTcwMTcxNzczNA@@._V1_SX300.jpg,"Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.","Hugh Grant, Andie MacDowell, James Fleet"
71,tt0110357,https://m.media-amazon.com/images/M/MV5BZGRiZDZhZjItM2M3ZC00Y2IyLTk3Y2MtMWY5YjliNDFkZTJlXkEyXkFqcGc@._V1_SX300.jpg,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.","Matthew Broderick, Jeremy Irons, James Earl Jones"
72,tt0110475,https://m.media-amazon.com/images/M/MV5BNGNmNjI0ZmMtMzI5MC00ZjUyLWFlZDEtYjUyMGZlN2E3N2E2XkEyXkFqcGc@._V1_SX300.jpg,Bank clerk Stanley Ipkiss is transformed into a manic superhero when he wears a mysterious mask.,"Jim Carrey, Cameron Diaz, Peter Riegert"
73,tt0110478,https://m.media-amazon.com/images/M/MV5BMjk5MzdhYWMtOWU3Yi00MTE5LWEyYTEtOGU5NWM0NWNmZDE1XkEyXkFqcGc@._V1_SX300.jpg,"Bret Maverick, needing money for a poker tournament, faces various comic mishaps and challenges, including a charming woman thief.","Mel Gibson, Jodie Foster, James Garner"
74,tt0059170,https://m.media-amazon.com/images/M/MV5BMGUzNGU0NjAtNTcyMi00ZWNlLWJkZGYtNDdkN2I3ZTIyMGUzXkEyXkFqcGc@._V1_SX300.jpg,"Three thrill-seeking go-go dancers kidnap a young girl and attempt to swindle an old rancher and his two sons out of their small fortune, but their scheme does not play out as they intended.","Tura Satana, Haji, Lori Williams"
75,tt0109339,https://m.media-amazon.com/images/M/MV5BNDA2MTYyNDE4NV5BMl5BanBnXkFtZTcwOTY5ODA3NA@@._V1_SX300.jpg,"Brother Minister reveals the mystery surrounding the assassination of Malcolm X at the Audubon Ballroom in New York City on February 21, 1965. It probes the innocence of two of the convicted assassins, reveals the true identity of...","A. Peter Bailey, Roscoe Lee Browne, John Henrik Clarke"
76,tt0106519,https://m.media-amazon.com/images/M/MV5BZjMxOTgzNzMtZmZlNC00YTMyLThhZDEtZjc2MTY4ZDgxNjcwXkEyXkFqcGc@._V1_SX300.jpg,"A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.","Al Pacino, Sean Penn, Penelope Ann Miller"
77,tt0106918,https://m.media-amazon.com/images/M/MV5BMjE3ZDZkMWMtY2RkMC00YzJjLWFhYTUtYmRjMzAyMzEwZDE5XkEyXkFqcGc@._V1_SX300.jpg,A law school graduate uncovers a sinister secret about the Memphis firm that made him an offer he couldn't refuse.,"Tom Cruise, Jeanne Tripplehorn, Gene Hackman"
78,tt0106965,https://m.media-amazon.com/images/M/MV5BNjY4NDJhOTMtZmVjMC00Njk5LThjOWItMjg4NDcxMmNkODM3XkEyXkFqcGc@._V1_SX300.jpg,"When a boy learns that a beloved killer whale is to be killed by the aquarium owners, the boy risks everything to free the whale.","Jason James Richter, Lori Petty, Michael Madsen"
79,tt0106977,https://m.media-amazon.com/images/M/MV5BM2RjMjEwODUtYTE4OC00MzhkLThjMjItZjYyZjk3YzA4YWUxXkEyXkFqcGc@._V1_SX300.jpg,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.","Harrison Ford, Tommy Lee Jones, Sela Ward"
80,tt0107144,https://m.media-amazon.com/images/M/MV5BNGU5ZTUzMmQtZDI3Yy00Y2ZlLTg1MmMtYWZiNDYyYmI4YmE2XkEyXkFqcGc@._V1_SX300.jpg,"""Rambo"" parody in which Topper Harley leads a rescue team into Iraq to save Iraqi war prisoners and all of their previous rescue teams.","Charlie Sheen, Lloyd Bridges, Valeria Golino"
81,tt0110074,https://m.media-amazon.com/images/M/MV5BMTc0YmNlMmQtNWQ4Yy00ZWZlLTgxYzItOWI2MGQyZGNmMWUzXkEyXkFqcGc@._V1_SX300.jpg,A naive business graduate is installed as president of a manufacturing company as part of a stock scam.,"Tim Robbins, Paul Newman, Jennifer Jason Leigh"
82,tt0107290,https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_SX300.jpg,"An industrialist invites some experts to visit his theme park of cloned dinosaurs. After a power failure, the creatures run loose, putting everyone's lives, including his grandchildren's, in danger.","Sam Neill, Laura Dern, Jeff Goldblum"
